Thu Aug  6 15:10:00 EDT 2015, 1798
Thu Aug  6 15:17:17 EDT 2015, 1801
Thu Aug  6 15:20:00 EDT 2015, 1800
Thu Aug  6 15:40:00 EDT 2015, 1802
Thu Aug  6 15:45:00 EDT 2015, 1802
Thu Aug  6 15:50:00 EDT 2015, 2116
Thu Aug  6 16:20:00 EDT 2015, 1803
Thu Aug  6 16:25:00 EDT 2015, 1801
Thu Aug  6 17:20:01 EDT 2015, 1802
Thu Aug  6 17:25:00 EDT 2015, 1796
Thu Aug  6 17:30:00 EDT 2015, 1894
Thu Aug  6 17:35:00 EDT 2015, 3484
Thu Aug  6 17:40:00 EDT 2015, 4080
Thu Aug  6 17:45:00 EDT 2015, 3582
Thu Aug  6 17:50:00 EDT 2015, 3344
Thu Aug  6 17:55:00 EDT 2015, 4056
Thu Aug  6 18:00:00 EDT 2015, 3866
Thu Aug  6 18:05:00 EDT 2015, 3957
Thu Aug  6 18:10:00 EDT 2015, 4056
Thu Aug  6 18:15:01 EDT 2015, 4046
Thu Aug  6 18:20:00 EDT 2015, 4183
Thu Aug  6 18:25:00 EDT 2015, 3563
Thu Aug  6 18:30:00 EDT 2015, 4221
Thu Aug  6 18:35:00 EDT 2015, 4142
Thu Aug  6 20:18:08 EDT 2015, 1804
Thu Aug  6 20:20:00 EDT 2015, 1799
Thu Aug  6 20:25:00 EDT 2015, 1801
Thu Aug  6 20:30:00 EDT 2015, 4381
Thu Aug  6 20:35:00 EDT 2015, 2680
Thu Aug  6 20:40:00 EDT 2015, 4257
Thu Aug  6 20:45:00 EDT 2015, 4248
Thu Aug  6 20:50:00 EDT 2015, 3845
Thu Aug  6 20:55:00 EDT 2015, 3809
Thu Aug  6 21:00:00 EDT 2015, 4139
Thu Aug  6 21:05:00 EDT 2015, 3802
Thu Aug  6 21:10:00 EDT 2015, 3939
Thu Aug  6 21:15:00 EDT 2015, 2878
Thu Aug  6 21:20:00 EDT 2015, 2275
Thu Aug  6 21:25:00 EDT 2015, 2842
Thu Aug  6 22:20:00 EDT 2015, 1808
Thu Aug  6 22:25:00 EDT 2015, 1793
Thu Aug  6 22:30:00 EDT 2015, 1806
Thu Aug  6 22:35:00 EDT 2015, 1794
Thu Aug  6 22:40:00 EDT 2015, 1797
Thu Aug  6 22:45:00 EDT 2015, 1798
Thu Aug  6 22:50:00 EDT 2015, 1797
Thu Aug  6 22:55:00 EDT 2015, 1799
Thu Aug  6 23:00:00 EDT 2015, 1805
Thu Aug  6 23:05:00 EDT 2015, 1801
Thu Aug  6 23:10:00 EDT 2015, 1802
Thu Aug  6 23:15:00 EDT 2015, 1805
Thu Aug  6 23:20:00 EDT 2015, 1798
Thu Aug  6 23:25:00 EDT 2015, 1792
Thu Aug  6 23:30:00 EDT 2015, 1806
Thu Aug  6 23:35:00 EDT 2015, 1796
Thu Aug  6 23:40:00 EDT 2015, 1806
Thu Aug  6 23:45:00 EDT 2015, 1798
Thu Aug  6 23:50:00 EDT 2015, 1793
Thu Aug  6 23:55:00 EDT 2015, 1795
Fri Aug  7 11:00:00 EDT 2015, 1794
Fri Aug  7 11:05:00 EDT 2015, 1792
Fri Aug  7 11:10:00 EDT 2015, 2178
Fri Aug  7 11:15:00 EDT 2015, 1944
Fri Aug  7 11:20:00 EDT 2015, 3884
Fri Aug  7 11:25:00 EDT 2015, 4081
Fri Aug  7 11:30:00 EDT 2015, 3592
Fri Aug  7 11:35:01 EDT 2015, 4208
Fri Aug  7 11:40:00 EDT 2015, 3957
Fri Aug  7 11:45:00 EDT 2015, 3921
Fri Aug  7 11:50:00 EDT 2015, 4090
Fri Aug  7 11:55:00 EDT 2015, 5106
Fri Aug  7 12:00:00 EDT 2015, 3515
Fri Aug  7 12:05:00 EDT 2015, 1805
Fri Aug  7 12:10:01 EDT 2015, 5531
Fri Aug  7 12:15:00 EDT 2015, 3519
Fri Aug  7 12:20:00 EDT 2015, 1916
Fri Aug  7 12:25:00 EDT 2015, 3642
Fri Aug  7 12:30:00 EDT 2015, 1801
Fri Aug  7 12:35:00 EDT 2015, 3710
Fri Aug  7 12:40:00 EDT 2015, 2865
Fri Aug  7 12:45:00 EDT 2015, 1808
Fri Aug  7 12:50:00 EDT 2015, 3287
Fri Aug  7 12:55:00 EDT 2015, 2540
Fri Aug  7 13:00:00 EDT 2015, 3624
Fri Aug  7 13:05:00 EDT 2015, 2003
Fri Aug  7 13:10:00 EDT 2015, 2732
Fri Aug  7 13:15:00 EDT 2015, 4393
Fri Aug  7 13:20:00 EDT 2015, 3974
Fri Aug  7 13:25:00 EDT 2015, 3230
Fri Aug  7 13:30:01 EDT 2015, 2483
Fri Aug  7 13:35:00 EDT 2015, 3665
Fri Aug  7 13:40:00 EDT 2015, 1925
Fri Aug  7 14:08:34 EDT 2015, 1528
Fri Aug  7 14:10:00 EDT 2015, 1805
Fri Aug  7 14:15:00 EDT 2015, 1792
Fri Aug  7 14:20:00 EDT 2015, 1796
Fri Aug  7 14:25:00 EDT 2015, 2624
Fri Aug  7 14:50:53 EDT 2015, 1376
Fri Aug  7 14:55:00 EDT 2015, 1798
Fri Aug  7 15:00:00 EDT 2015, 3347
Fri Aug  7 15:05:00 EDT 2015, 6160
Fri Aug  7 15:10:00 EDT 2015, 3884
Fri Aug  7 15:15:00 EDT 2015, 3816
Fri Aug  7 15:20:00 EDT 2015, 5051
Fri Aug  7 15:25:00 EDT 2015, 4030
Fri Aug  7 15:30:00 EDT 2015, 4422
Fri Aug  7 15:35:00 EDT 2015, 4094
Fri Aug  7 15:40:00 EDT 2015, 4747
Fri Aug  7 15:45:00 EDT 2015, 4462
Fri Aug  7 15:50:00 EDT 2015, 4546
Fri Aug  7 15:55:00 EDT 2015, 4926
Fri Aug  7 16:00:00 EDT 2015, 3720
Fri Aug  7 16:05:00 EDT 2015, 4952
Fri Aug  7 16:10:00 EDT 2015, 5688
Fri Aug  7 16:15:00 EDT 2015, 3645
Fri Aug  7 16:20:00 EDT 2015, 2775
Fri Aug  7 16:25:00 EDT 2015, 2667
Fri Aug  7 16:30:00 EDT 2015, 3644
Fri Aug  7 16:35:00 EDT 2015, 1995
Fri Aug  7 16:46:11 EDT 2015, 1904
Fri Aug  7 16:50:00 EDT 2015, 1794
Fri Aug  7 16:55:00 EDT 2015, 2940
Fri Aug  7 17:00:00 EDT 2015, 5848
Fri Aug  7 17:05:00 EDT 2015, 3383
Fri Aug  7 17:10:00 EDT 2015, 4646
Fri Aug  7 17:15:00 EDT 2015, 3526
Fri Aug  7 17:45:00 EDT 2015, 1794
Fri Aug  7 17:50:00 EDT 2015, 1796
Sat Aug  8 11:00:01 EDT 2015, 1804
Sat Aug  8 21:02:47 EDT 2015, 1800
Sat Aug  8 21:05:00 EDT 2015, 1803
Sat Aug  8 21:10:00 EDT 2015, 1803
Sat Aug  8 21:15:00 EDT 2015, 1912
Sat Aug  8 21:20:00 EDT 2015, 3359
Sat Aug  8 21:25:00 EDT 2015, 3237
Sat Aug  8 21:30:00 EDT 2015, 4399
Sat Aug  8 21:35:00 EDT 2015, 3232
Sat Aug  8 21:40:00 EDT 2015, 5716
Sat Aug  8 21:45:00 EDT 2015, 2575
Sat Aug  8 21:50:00 EDT 2015, 4048
Sat Aug  8 21:55:00 EDT 2015, 5934
Sat Aug  8 22:00:01 EDT 2015, 6096
Sat Aug  8 22:05:00 EDT 2015, 5730
Sat Aug  8 22:10:00 EDT 2015, 4771
Sat Aug  8 22:15:00 EDT 2015, 3168
Sat Aug  8 22:20:00 EDT 2015, 5498
Sat Aug  8 22:25:00 EDT 2015, 5243
Sat Aug  8 22:30:00 EDT 2015, 3034
Sat Aug  8 22:35:00 EDT 2015, 4870
Sat Aug  8 22:40:00 EDT 2015, 4614
Sat Aug  8 22:45:00 EDT 2015, 3540
Sat Aug  8 22:50:00 EDT 2015, 6208
Sat Aug  8 22:55:00 EDT 2015, 5013
Sat Aug  8 23:00:00 EDT 2015, 4830
Sat Aug  8 23:05:00 EDT 2015, 5422
Sat Aug  8 23:10:00 EDT 2015, 5290
Sat Aug  8 23:15:00 EDT 2015, 6212
Sat Aug  8 23:20:00 EDT 2015, 5594
Sat Aug  8 23:25:01 EDT 2015, 4454
Sat Aug  8 23:30:00 EDT 2015, 5261
Sat Aug  8 23:35:01 EDT 2015, 1868
Sat Aug  8 23:40:00 EDT 2015, 4475
Sat Aug  8 23:45:00 EDT 2015, 4562
Sat Aug  8 23:50:00 EDT 2015, 3847
Sat Aug  8 23:55:00 EDT 2015, 5090
Sun Aug  9 11:45:00 EDT 2015, 1803
Sun Aug  9 12:40:00 EDT 2015, 1800
Sun Aug  9 20:20:00 EDT 2015, 1802
Sun Aug  9 20:50:00 EDT 2015, 1803
Sun Aug  9 20:55:00 EDT 2015, 1794
Sun Aug  9 21:00:01 EDT 2015, 1807
Sun Aug  9 21:05:00 EDT 2015, 1806
Sun Aug  9 21:10:00 EDT 2015, 1806
Sun Aug  9 21:15:00 EDT 2015, 1804
Sun Aug  9 21:20:00 EDT 2015, 1802
Sun Aug  9 21:25:00 EDT 2015, 1792
Sun Aug  9 21:30:00 EDT 2015, 1806
Sun Aug  9 21:35:00 EDT 2015, 1792
Sun Aug  9 21:40:00 EDT 2015, 1869
Sun Aug  9 21:45:00 EDT 2015, 2536
Sun Aug  9 21:50:00 EDT 2015, 1806
Sun Aug  9 21:55:00 EDT 2015, 1863
Sun Aug  9 22:00:00 EDT 2015, 1997
Sun Aug  9 22:05:00 EDT 2015, 1794
Sun Aug  9 22:10:00 EDT 2015, 1798
Sun Aug  9 22:15:00 EDT 2015, 1793
Sun Aug  9 22:20:00 EDT 2015, 1794
Sun Aug  9 22:25:00 EDT 2015, 1802
Sun Aug  9 22:30:00 EDT 2015, 1798
Sun Aug  9 22:35:00 EDT 2015, 1816
Sun Aug  9 22:40:00 EDT 2015, 3658
Sun Aug  9 22:45:00 EDT 2015, 1798
Sun Aug  9 22:50:00 EDT 2015, 3079
Sun Aug  9 22:55:00 EDT 2015, 5126
Sun Aug  9 23:00:00 EDT 2015, 2728
Sun Aug  9 23:05:00 EDT 2015, 3608
Sun Aug  9 23:10:00 EDT 2015, 3892
Sun Aug  9 23:15:00 EDT 2015, 5460
Sun Aug  9 23:20:00 EDT 2015, 3144
Sun Aug  9 23:25:00 EDT 2015, 4494
Sun Aug  9 23:30:00 EDT 2015, 4428
Sun Aug  9 23:35:00 EDT 2015, 4210
Sun Aug  9 23:40:00 EDT 2015, 4096
Sun Aug  9 23:45:00 EDT 2015, 4324
Sun Aug  9 23:50:00 EDT 2015, 5607
Sun Aug  9 23:55:00 EDT 2015, 5544
Mon Aug 10 13:40:00 EDT 2015, 1802
Mon Aug 10 13:45:00 EDT 2015, 1869
Mon Aug 10 13:50:00 EDT 2015, 3475
Mon Aug 10 13:55:01 EDT 2015, 3946
Mon Aug 10 14:00:00 EDT 2015, 1800
Mon Aug 10 14:05:00 EDT 2015, 2346
Mon Aug 10 14:10:00 EDT 2015, 3225
Mon Aug 10 14:15:00 EDT 2015, 2490
Mon Aug 10 14:20:00 EDT 2015, 2435
Mon Aug 10 14:25:00 EDT 2015, 3540
Mon Aug 10 14:30:00 EDT 2015, 2075
Mon Aug 10 14:35:00 EDT 2015, 3125
Mon Aug 10 14:40:00 EDT 2015, 4006
Mon Aug 10 14:45:00 EDT 2015, 3128
Mon Aug 10 14:50:00 EDT 2015, 3225
